isoform,s,strae,r2
CYP2C9,1.78,1.0706147744022372,0.006640202322562905
CYP2C9,1.79,1.0784455101814703,-0.0022818697679858335
CYP2C9,1.8,1.0863507664129335,-0.011304050364871143
CYP2C9,1.81,1.0943019146668498,-0.020426339468092358
CYP2C9,1.82,1.1022802138641328,-0.029648737077649923
CYP2C9,1.83,1.1103061742383449,-0.038971243193543836
CYP2C9,1.84,1.1183924664645828,-0.04839385781577388
CYP2C9,1.85,1.126529316174719,-0.05791658094434027
CYP2C9,1.86,1.134717897106482,-0.06753941257924279
CYP2C9,1.87,1.1429551273095577,-0.07726235272048165
CYP2C9,1.88,1.1512403998969076,-0.08708540136805665
CYP2C9,1.89,1.1595651968179599,-0.09700855852196777
CYP2C9,1.9,1.1679356676175248,-0.10703182418221502
CYP2C9,1.91,1.1763777498832466,-0.11715519834879928
CYP2C9,1.92,1.1848875872510625,-0.127378681021719
CYP2C9,1.93,1.193444954345438,-0.13770227220097575
CYP2C9,1.94,1.2020751143330608,-0.14812597188656818
CYP2C9,1.95,1.210754717430088,-0.15864978007849695
CYP2C9,1.96,1.2194704885422865,-0.16927369677676207
CYP2C9,1.97,1.2282333555141332,-0.1799977219813631
CYP2C9,1.98,1.2370384346359455,-0.1908218556923007
CYP2C9,1.99,1.245878455221967,-0.20174609790957465
CYP2C9,2.0,1.2547568144669181,-0.2127704486331845
CYP2C9,2.01,1.2636970009095472,-0.2238949078631307
CYP2C9,2.02,1.2726721783426533,-0.23511947559941326
CYP2C9,2.03,1.281673520994055,-0.24644415184203194
CYP2C9,2.04,1.2907148434557032,-0.2578689365909872
CYP2C9,2.05,1.2998052860913774,-0.26939382984627813
CYP2C9,2.06,1.3089493073425766,-0.2810188316079061
CYP2C9,2.07,1.3181318624052598,-0.2927439418758695
CYP2C9,2.08,1.3273448741537948,-0.3045691606501695
CYP2C9,2.09,1.3366039359928643,-0.3164944879308058
CYP2C9,2.1,1.345904108536916,-0.3285199237177785
CYP2C9,2.11,1.355223461244622,-0.34064546801108686
CYP2C9,2.12,1.3645701169482323,-0.352871120810732
CYP2C9,2.13,1.3739491692572317,-0.3651968821167131
CYP2C9,2.14,1.383360379977922,-0.3776227519290307
CYP2C9,2.15,1.3928077129162655,-0.39014873024768426
